index,name,year,composer,type
14517,Pitt-Payne/Uncle Tom's Cabin.mid,1911,"Tierney, Harry Austin",R
14516,Pitt-Payne/Uncle Tom.mid,1916,"Frey, Hugo",I
14527,Pitt-Payne/Under The Mellow Arabian Moon.mid,1915,"Leopold, J. Walter",S
14535,"Pitt-Payne/Under the Yum, Yum Tree.mid",1910,"Von Tilzer, Harry",S
14536,Pitt-Payne/Underneath The Cotton Moon.mid,1913,"Meyer, George W.",S
14538,Pitt-Payne/Underneath The Dixie Skies.mid,1922,"Jackman, Billy",S
14567,Pitt-Payne/Until I Fell In Love With You.mid,1915,"Berlin, Irving",S
14609,Pitt-Payne/Vamp  The.mid,1919,"Gay, Byron",I
14610,Pitt-Payne/Vampire  The.mid,1914,"Williams, Bert A.",S
14615,Pitt-Payne/Vanity.mid,1909,"Pratt, Paul Charles",R
14621,Pitt-Payne/Variety Rag.mid,1912,"Tierney, Harry Austin",R
14625,Pitt-Payne/Vatican Rag  The.mid,1965,"Lehrer, Tom",S
14629,"Pitt-Payne/Veeda, La.mid",1920,"Alden, John  ",S
14658,Pitt-Payne/Vienna Rag  The.mid,1905,"Rubens, Paul A.",R
14729,Pitt-Payne/Wabash Blues .mid,1921,"Meinken, Fred",S
14736,Pitt-Payne/Wagneritis.mid,1921,"Mornington, Mark",R
14740,Pitt-Payne/Waiman Rag  The.mid,1910,"Shannon, James Royce",R
14743,Pitt-Payne/Waitin' For The Evenin' Mail.mid,1923,"Baskette, Billy",S
14755,Pitt-Payne/Walhalla.mid,1910,"Pratt, Paul Charles",R
14756,Pitt-Payne/Walk Baby Walk.mid,1897,"Metz, Theo. A.",R
14765,Pitt-Payne/Walkin' The Dog .mid,1916,"Brooks, Shelton",S
14804,Pitt-Payne/Wang Wang Blues  The.mid,1921,"Mueller, Gus, Johnson, Buster & Busse, Henry",S
14809,Pitt-Payne/War Whoop Rag.mid,1908,"Thurban, Thomas W.",I
14811,"Pitt-Payne/Warm Proposition, A.mid",1899,"Knox, Paul & Rosenfeld, Monroe H.",R
14813,"Pitt-Payne/Warm Reception, A.mid",1899,"Anthony, Bert R.",M
14817,"Pitt-Payne/Warmin' Up In Dixie, A.mid",1899,"Paull, E. T.",R
14831,Pitt-Payne/Washington Waddle  The.mid,1911,"Morse, Theodore F.",S
14834,Pitt-Payne/Watch Your Step.mid,1915,"Berlin, Irving",S
14838,Pitt-Payne/Water Wagon Blues.mid,1919,"Cobb, George L.",B
14847,Pitt-Payne/Watermelon Club.mid,1907,"Lampe, J. Bodewalt",M
14854,Pitt-Payne/Watermelon Trust  The.mid,1906,"Thompson, Harry C.",R
14862,Pitt-Payne/Way Down East.mid,1902,"Rudisill, Bess E.",R
14875,Pitt-Payne/Way Down Yonder In New Orleans.mid,1922,"Layton, J. Turner & Creamer, Henry S.",s
14938,Pitt-Payne/We're Going to Celebrate The End Of War in Ragtime.mid,1915,"Goetz, Coleman & Stern, Jack",S
14960,"Pitt-Payne/We've Had A Lovely Time, So Long, Good-bye.mid",1912,"Edwards, Leo",S
14893,Pitt-Payne/Weaving Around.mid,1913,"Mitchel, Lawrence A.",R
14894,Pitt-Payne/Webster Grove Rag  The.mid,1915,"Christensen, Axel W.",R
14904,Pitt-Payne/Wedding In The Ark  The.mid,1929,"Myers, Sherman",S
14910,Pitt-Payne/Wedding Of The Painted Doll  The .mid,1929,"Brown, Nacio Herb & Freed, Arthur",S
14914,Pitt-Payne/Wee Wee Marie.mid,1918,"Fisher, Fred",S
14915,Pitt-Payne/Weekend Mail Rag.mid,1954,"Young, Chris",Y
14937,Pitt-Payne/Wenona.mid,1903,"Wenrich, Percy ",I
14968,Pitt-Payne/What Cha Gonna Do When There Aint No Jazz ?.mid,1920,"Wendling, Pete",S
14969,Pitt-Payne/What D'ye Mean You Lost Yer Dog.mid,1913,"Daly, Joseph M.",S
14979,Pitt-Payne/What You Goin' To Do When The Rent Comes 'Round?.mid,1905,"Von Tilzer, Harry",S
14993,Pitt-Payne/When Alexander Takes His Ragtime Band To France.mid,1918,"Bryan, Alfred, Hess, Cliff & Leslie, Edgar",S
14995,Pitt-Payne/When Aunt Dinah's Daughter Hannah Bangs On That Piano.mid,1918,"White, James ""Slap""",S
15006,Pitt-Payne/When I Gets Out In No-Man's Land.mid,1918,"Skidmore, Will E. & Walker, Marshall",S
15008,Pitt-Payne/When I Hear That Jazz Band Play.mid,1917,"Stamper, Dave",S
15015,Pitt-Payne/When I Woke Up This Morning.mid,1911,"Monaco, James V.",S
15020,Pitt-Payne/When It's Night Time Down In Burgundy.mid,1914,"Paley, Herman",S
15024,Pitt-Payne/When Johnson's Quartette Harmonize.mid,1912,"Berlin, Irving",S
15027,Pitt-Payne/When Miss Patricia Salome.mid,1907,"von Tilzer, Harry",T
15028,Pitt-Payne/When Mister Shakespeare Comes to Town.mid,1901,"Schwartz, Jean",S
15029,Pitt-Payne/When Mother Plays A Rag Upon The Sewing Machine.mid,1912,"Smith, Chris",S
15030,Pitt-Payne/When My Baby Smiles At Me.mid,1920,"Munro, Bill",S
15032,Pitt-Payne/When My Dark Diana Dreams Of Me.mid,1911,"Daniels, Charles N.",S
15034,Pitt-Payne/When My Shoes Wear Out From Walking.mid,1921,"Schroeder, Edw.",S
15035,Pitt-Payne/When My Sugar Walks Down The Street.mid,1924,"Austin, Gene, McHugh, Jimmy & Mills, Irving",S
15036,Pitt-Payne/When Old Bill Bailey Plays The Ukalele.mid,1915,"McCarron, Charles R. & Vincent, Nat",S
15037,Pitt-Payne/When Paderewski Plays.mid,1916,"Weston, R. P., Lee, Bert & The Two Bobs",S
15039,Pitt-Payne/When Ragtime Rosie Ragged The Rosary.mid,1911,"Muir*, Lewis F.",S
15044,Pitt-Payne/When Sousa Comes To Coon-town.mid,1902,"Vaughan, James & Lemonier, Tom",S
15049,Pitt-Payne/When The Bees Make Honey.mid,1919,"Donaldson, Walter",S
15050,Pitt-Payne/When The Boys From Dixie Eat The Melon On The Rhine.mid,1918,"Breuer, Ernest",S
15055,Pitt-Payne/When The Midnight Choo-Choo Leaves For Alabam'.mid,1912,"Berlin, Irving (wds and music)",S
15061,Pitt-Payne/When The Steamboats On The Swanee Whistle Rag-Time.mid,1913,"Brennan, James A.",S
15062,Pitt-Payne/When The Sun Goes Down In Dixie.mid,1917,"Von Tilzer, Albert",S
15066,Pitt-Payne/When Uncle Joe Plays A Rag On His Old Banjo.mid,1912,"Morse, Theodore F.",S
15067,Pitt-Payne/When Verdi Plays The Hurdy Gurdy.mid,1916,"Donaldson, Walter",S
15079,Pitt-Payne/When You Walked Out Someone Else Walked Right In.mid,1923,"Berlin, Irving",S
15082,Pitt-Payne/When You Wore A Tulip And I Wore A Big Red Rose .mid,1914,"Wenrich, Percy",S
15091,Pitt-Payne/When You're Smiling.mid,1928,"Fisher, Mark, Goodwin, Joe & Shay, Larry",S
15093,Pitt-Payne/Where Did Robinson Crusoe Go With Friday On Saturday Night?.mid,1916,"Meyer, George W.",S
15098,Pitt-Payne/Where That Ragtime River Flows.mid,1912,"Shannon, James Royce",S
15104,Pitt-Payne/Where The Ragtime Breezes Blow.mid,1914,"Foley, Roy M.",S
15105,"Pitt-Payne/Where The Red, Red Roses Grow.mid",1913,"Schwartz, Jean",S
15110,Pitt-Payne/While The Band Played An American Rag.mid,1915,"Berlin, Irving",S
15113,Pitt-Payne/Whipped Cream.mid,1912,"Wenrich, Percy",R
15118,Pitt-Payne/Whirl Wind.mid,1911,"Robinson, J. Russel",R
15154,Pitt-Payne/White Seal Rag  The.mid,1907,"Hamel, Kittie M.",R
15171,Pitt-Payne/Who Paid The Rent For Mrs Rip Van Winkle.mid,1914,"Fischer, Fred",S
15175,Pitt-Payne/Who?.mid,1925,"Kern, Jerome",S
15193,Pitt-Payne/Why Adam Sinned.mid,1902,"Rogers, Alex",S
15199,Pitt-Payne/Why Do They All Take The Night Boat To Albany.mid,1918,"Schwartz, Jean",S
15219,Pitt-Payne/Wig-Wag Rag.mid,n/a,"Thompson, Harry C.",R
15225,Pitt-Payne/Wild Cherries .mid,1909,"Snyder, Ted",S
15243,Pitt-Payne/Wild Wild Women  The.mid,1917,"Piantadosi, Al",S
15244,Pitt-Payne/Wild-Fire Rag.mid,1911,"Travis, J. Holmes",R
15245,Pitt-Payne/Wildflower.mid,1908,"Goetz, Ray A. & Hirsch, Louis A.",S
15265,Pitt-Payne/Wimmin.mid,1921,"Cantor, Eddie & Fisher, Fred",S
15277,Pitt-Payne/Winner  The.mid,1898,"Braham, Edmund",R
15286,Pitt-Payne/Winter Garden Rag  The.mid,1912,"Olman, Abe",R
15292,Pitt-Payne/Wireless Rag.mid,1909,"Shepherd, Adaline",R
15299,Pitt-Payne/Wish-Bone  The.mid,1909,"Blake, Charlotte",R
15307,Pitt-Payne/Witch Behind The Moon  The.mid,1902,"Weslyn, Louis & Albert, Charles",S
15315,Pitt-Payne/With Fire And Sword.mid,1901,"Johnson, Charles L.",M
15322,Pitt-Payne/Wolverine Blues.mid,1923,"Morton, Jelly Roll",B
15324,"Pitt-Payne/Woman Gets Tired Of One Man All The Time, A.mid",1920,"Carter, Paul & Booker, Chas H.",S
15332,Pitt-Payne/Won't You Come Back To Me ?.mid,1922,"Cohan, George M.",S
15334,Pitt-Payne/Won't You Fondle Me?.mid,1904,"Kendis, James & Paley, Herman",S
15348,Pitt-Payne/Woozy.mid,1903,"Groves, A. E.",M
15369,Pitt-Payne/Wrap Me In A Bundle.mid,1914,"Van Alstyne, Egbert",S
15386,Pitt-Payne/X-N-Tric.mid,1900,"Gustin, Louise V. ",R
15393,Pitt-Payne/Yaa Dum Dee-Yaa Dum Dee.mid,1919,"Squires, Harry D.",R
15394,Pitt-Payne/Yaaka Hula Hickey Dula.mid,1916,"Goetz, E. Ray, Young, Joe & Wendling, Pete",S
15395,Pitt-Payne/Yaddie Kaddie Kiddie Kaddie Koo.mid,1916,"Meyer, George W.",S
15399,Pitt-Payne/Yale Blues.mid,1927,"Ellis, Vivian",S
15406,Pitt-Payne/Yankee Bird.mid,1910,"Johnson, Charles L. (as Birch, Raymond)",M
15409,Pitt-Payne/Yankee Doodle Blues  The.mid,1922,"Gershwin, George",S
15410,Pitt-Payne/Yankee Doodle Rag  The.mid,1911,"Wilson, Garfield",R
15414,Pitt-Payne/Yankee Hustler  The.mid,1902,"Schmitz, Hon. Eugene E.",M
15448,Pitt-Payne/Yiddisha Rag  The .mid,1909,"McKeon Jos. H., Berlin, Irving (as Piano, Harry M.) & Walker, W. Raymond",S
15450,Pitt-Payne/Yiddle On Your Fiddle Play Some Ragtime.mid,1909,"Berlin, Irving",S
15462,Pitt-Payne/Yo-San.mid,1904,"Brown, Albert W.",I
15460,Pitt-Payne/Yoo-Hoo.mid,1921,"Jolson, Al",S
15466,Pitt-Payne/You Aint No Actor.mid,1902,"O'Brien, Neil",S
15476,Pitt-Payne/You Can Have It I Don't Want It.mid,1917,"Hill, May, Williams, Clarence & Piron, Armand J.",S
15480,Pitt-Payne/You Can't Expect Kisses From Me.mid,1911,"Cowan, Rubey",S
15483,Pitt-Payne/You Can't Get Away From It.mid,1913,"Schwartz, Jean",S
15489,Pitt-Payne/You Can't Shake That Shimmie Here.mid,1919,"Dabney, Ford T.",S
15477,Pitt-Payne/You Cannot Make Your Shimmy Shake On Tea.mid,1919,"Berlin, Irving",S
15497,"Pitt-Payne/You Go In Mister Friend Of Mine, I'll Stay Out Here.mid",1910,"Brooks, Shelton",S
15498,Pitt-Payne/You Got To Play Rag Time.mid,1899,"Sloane, A. Baldwin",S
15500,Pitt-Payne/You Great Big Wonderful Baby.mid,1915,"Ayer, Nat D.",S
15501,Pitt-Payne/You Know What I Mean.mid,1919,"Rath, Fred",S
15503,Pitt-Payne/You Look Better Goin' Then You Do A-Comin'.mid,1914,"Davison, Walter E.",S
15505,Pitt-Payne/You May Go But This Will Bring You Back.mid,1897,"Harney, Ben",S
15514,Pitt-Payne/You Said A-Plenty.mid,1900,"Gillespie, Arthur",S
15524,Pitt-Payne/You Were Meant For Me.mid,1922,"Brown, Nacio Herb",S
15525,Pitt-Payne/You Were Never Introduced To Me.mid,1902,"Bivins, Nathan",S
15527,Pitt-Payne/You'd Be Surprised.mid,1920,"Berlin, Irving",S
15545,Pitt-Payne/You're A Grand Old Rag.mid,1906,"Cohan, George M.",S
15553,Pitt-Payne/You're Driving Me Crazy.mid,1930,"Donaldson, Walter",S
15554,Pitt-Payne/You're Gwine To Get Somethin' What You Don't Expect.mid,1910,"Williams, Bert A.",S
15555,Pitt-Payne/You're Here and I'm Here.mid,1914,"Kern, Jerome",S
15559,Pitt-Payne/You're My Baby.mid,1912,"Ayer, Nat D. ",S
15563,Pitt-Payne/You're Talking Rag Time.mid,1899,Beaumont Sisters,S
15579,Pitt-Payne/You've Got To Sing In Rag Time.mid,1911,"Worton, David & Arthurs, George",S
15580,Pitt-Payne/You've Got Your Mother's Big Blue Eyes.mid,1913,"Berlin, Irving",S
15541,Pitt-Payne/Your Great Big Baby Smile.mid,1916,"White, James ""Slap""",S
15584,Pitt-Payne/Yumuri.mid,1903,"Lacalle, Joseph",R
15590,Pitt-Payne/Zamparite.mid,1912,"Lake, Mayhew Lester",M
15603,Pitt-Payne/Zeppelin Rag  The.mid,1910,"Nery, Vicente J.",R
15617,"Pitt-Payne/Zizzy, Ze Zum, Zum.mid",1898,"Udall, Lyn",S
15624,Pitt-Payne/Zulu Love Song.mid,1909,"Hofmann, Louis J.",S
1693,"Ranalli/Cakeless Cake Walk, A.mid",1900,"Wolcott, C. J.",R
2264,"Ranalli/Classical Spasm, A.mid",1917,"Thomas*, Henry",R
9917,Ranalli/Piano Breakdown.mid,1930,"Melrose, Frank",R
13598,Ranalli/That Bull Frog Rag.mid,1917,"Thomas, George W.",R
7359,Cowles/Lazy Luke.mid,1905,"Philpot, George J.",R
13827,Cowles/That Sparkling Rag.mid,1911,"Goulart, Frank A.",R
14494,Cowles/Uncle Jasper's Jubilee.mid,1898,"Paull, E. T.",I
198,Watanabe/Alabama Dream.mid,1899,"Barnard, George D.",R
2044,Watanabe/Chatterbox Rag.mid,1910,"Botsford, George",R
4992,Watanabe/Grace And Beauty.mid,1909,"Scott, James",R
5129,Watanabe/Ham And !.mid,1908,"Marshall, Arthur",R
6404,Watanabe/Ink Splotch Rag.mid,1909,"Adams, Clifford",R
6992,Watanabe/Kansas City Rag.mid,1907,"Scott, James",R
7136,Watanabe/Kinklets.mid,1906,"Marshall, Arthur",R
7655,Watanabe/Lost Lady Rag.mid,n/a,"Bolcom, William",Y
7947,Watanabe/Mandy's Broadway Stroll.mid,1898,"Broady, Thomas E.",R
9445,Watanabe/On The Pike.mid,1904,"Scott, James",R
10810,Watanabe/Ragtime Betty  The.mid,1909,"Scott, James",R
12890,Watanabe/Stinging Bee  The.mid,1907,"Bernard*, Mike",R
12947,Watanabe/Strenuous Life  The.mid,1902,"Joplin, Scott",R
13718,Watanabe/That Lovin' Rag.mid,1908,"Adler, Bernard",R
14019,Watanabe/Thriller!  The.mid,1909,"Aufderheide, May Frances",R
15160,Watanabe/Whittling Remus.mid,1900,"Broady, Thomas E.",R
395,Misc Sequencers S-Z excl unks/Angel Cake.mid,2000,"Thompson, Gary",N
895,Misc Sequencers S-Z excl unks/Beer And Pretzels.mid,1998,"Thompson, Gary",N
1076,Misc Sequencers S-Z excl unks/Black Cherry Rag.mid,1980,"Thompson, Gary",R
1938,Misc Sequencers S-Z excl unks/Catch The Unicorn.mid,2000,"St Germaine, Arthur",Y
3505,Misc Sequencers S-Z excl unks/Down A Country Road.mid,2000,"Thompson, Gary",N
3741,Misc Sequencers S-Z excl unks/Eclipse Rag.mid,1999,"Schmetterer, Christoph",Y
3802,Misc Sequencers S-Z excl unks/Elisabeth.mid,1980,"Thompson, Gary",N
4123,Misc Sequencers S-Z excl unks/Fezzik's Rag.mid,n/a,"Brown, Rolly",Y
4285,Misc Sequencers S-Z excl unks/Flower Garden Rag.mid,1997,"Thompson, Gary",Y
4409,Misc Sequencers S-Z excl unks/Foxy Lady.mid,2001,"Thompson, Gary",Y
5149,Misc Sequencers S-Z excl unks/Hangin' On.mid,1997,"Thompson, Gary",N
5350,Misc Sequencers S-Z excl unks/Helen Rag.mid,1996,"Thompson, Gary",Y
5493,Misc Sequencers S-Z excl unks/Hodge Podge.mid,1997,"Thompson, Gary",Y
5626,Misc Sequencers S-Z excl unks/Hooray Rag.mid,1997,"Thompson, Gary",Y
6363,Misc Sequencers S-Z excl unks/In The Pink.mid,1996,"Thompson, Gary",Y
6887,Misc Sequencers S-Z excl unks/Jumping Bean  The.mid,2000,"St Germaine, Arthur",Y
7745,Misc Sequencers S-Z excl unks/Lucky Gambler  The.mid,2002,"St Germaine, Arthur",Y
7738,Misc Sequencers S-Z excl unks/Lucky.mid,1999,"St Germaine, Arthur",Y
7837,Misc Sequencers S-Z excl unks/Magic Show  The.mid,2002,"St Germaine, Arthur",Y
8342,Misc Sequencers S-Z excl unks/Missing Note Rag.mid,1996,"Shockley, William M.",Y
8468,Misc Sequencers S-Z excl unks/Mongolian Kangaroo.mid,2003,"Oshihiro, Okuda                                                  ",Y
8625,Misc Sequencers S-Z excl unks/Much To Do.mid,1998,"Thompson, Gary",Y
8849,Misc Sequencers S-Z excl unks/Narrow Road Rag.mid,2001,"Thompson, Gary",Y
8921,Misc Sequencers S-Z excl unks/New Ditty Rag  The.mid,1996,"Shockley, William M.",Y
9324,Misc Sequencers S-Z excl unks/Old Ditty Rag  The.mid,1996,"Shockley, William M.",Y
9333,Misc Sequencers S-Z excl unks/Old Hat Rag.mid,1999,"Thompson, Gary",Y
9511,Misc Sequencers S-Z excl unks/Opaque Rag.mid,1996,"Thompson, Gary",Y
9606,Misc Sequencers S-Z excl unks/P.C. Rag.mid,1996,"Thompson, Gary",Y
9744,Misc Sequencers S-Z excl unks/Patches.mid,2000,"Thompson, Gary",Y
9853,Misc Sequencers S-Z excl unks/Perfect Picture Rag.mid,1996,"Thompson, Gary",Y
10022,Misc Sequencers S-Z excl unks/Piebald's 1st Rag.mid,1997,"Shockley, William M.",Y
10049,Misc Sequencers S-Z excl unks/Pine Cone Rag.mid,2001,"Thompson, Gary",Y
10065,Misc Sequencers S-Z excl unks/Pinocle.mid,1996,"Thompson, Gary",Y
10814,Misc Sequencers S-Z excl unks/Ragtime Annie.mid,1929,"Brown, Matt",R
10842,Misc Sequencers S-Z excl unks/Ragtime Cockateil  The.mid,n/a,"Shockley, William M.",Y
11268,Misc Sequencers S-Z excl unks/Red Bandana.mid,2000,"St Germaine, Arthur",Y
11481,Misc Sequencers S-Z excl unks/Rippling Streams.mid,1996,"Thompson, Gary",Y
11540,Misc Sequencers S-Z excl unks/Rocking Horse  The.mid,2002,"St Germaine, Arthur",Y
11891,Misc Sequencers S-Z excl unks/Sax-O-Phun.mid,1924,"Wiedoeft, Rudy",R
12409,Misc Sequencers S-Z excl unks/Smoked Glass.mid,1996,"Thompson, Gary",Y
12503,Misc Sequencers S-Z excl unks/Solitaire.mid,1996,"Thompson, Gary",Y
12717,Misc Sequencers S-Z excl unks/Spiral Staircase.mid,2001,"Thompson, Gary",Y
13061,Misc Sequencers S-Z excl unks/Sumthin' Else.mid,1997,"Thompson, Gary",Y
13506,Misc Sequencers S-Z excl unks/Tempus Fugit.mid,2002,"St Germaine, Arthur",Y
14061,Misc Sequencers S-Z excl unks/Ticklish Tom.mid,2005,"Wright, Brian",Y
14099,Misc Sequencers S-Z excl unks/Tiny Toddlers.mid,1999,"St Germaine, Arthur",Y
14441,Misc Sequencers S-Z excl unks/Twisted Belt.mid,2007,"Thompson, Gary T.",Y
14957,Misc Sequencers S-Z excl unks/Westphalia Street Rag.mid,2000,"Thompson, Gary",Y
14990,Misc Sequencers S-Z excl unks/Wheeling On.mid,1998,"Thompson, Gary",Y
15232,Misc Sequencers S-Z excl unks/Wild Horse Galop  The.mid,2000,"St Germaine, Arthur",Y
15360,Misc Sequencers S-Z excl unks/Worn Out Rag  The.mid,2000,"St Germaine, Arthur",Y
4130,Schwartz/Fiddle-Faddle.mid,1947,"Anderson, Leroy",N
10360,Schwartz/Puffing Billy Rag.mid,2000,"Copeland, Paul",Y
12384,Schwartz/Smart Alec.mid,1933,"Confrey, Zez",N
538,Intartaglia and ex Intartaglia/Asiko Rag.mid,2000,"Intartaglia, Benjamin",Y
1297,Intartaglia and ex Intartaglia/Boldness.mid,2001,"Schmetterer, Christoph",Y
2200,Intartaglia and ex Intartaglia/Christmas Rag.mid,1992,"Maréchal, Grégorie",Y
3174,"Intartaglia and ex Intartaglia/Derby, Le.mid",n/a,"Dessaux, Louis",n
5370,Intartaglia and ex Intartaglia/Hemlock Leaf Rag.mid,2000,"Monfort, Giles",Y
10968,Intartaglia and ex Intartaglia/Ragtime Parade.mid,1919,"Satie, Erik",N
13833,Intartaglia and ex Intartaglia/That Strange Rag.mid,1998,"Monfort, Giles",Y
14725,"Intartaglia and ex Intartaglia/Vrai Cake-Walk, Le.mid",1906,"Dequin, Leon",R
14903,Intartaglia and ex Intartaglia/Wedding In Porto-Novo.mid,2000,"Intartaglia, Benjamin",Y
242,Misc Sequencers F-L/Albany.mid,1904,"Cannon, Hughie",S
341,Misc Sequencers F-L/Amateur Rag  The.mid,2000,"Houp, Zachary",Y
1300,Misc Sequencers F-L/Bollrag.mid,1997,fra nic,Y
1368,Misc Sequencers F-L/Bowler Hat Rag.mid,2006,"Keenlyside, Max",Y
1481,Misc Sequencers F-L/Brown-Skin Baby Mine.mid,1902,"Cook, Will Marion",S
1992,Misc Sequencers F-L/Chaddy-Pat.mid,1988,"Lieberknecht, Gil",Y
3472,Misc Sequencers F-L/Don't You Never Take No Ten Cent Drink On Me.mid,1901,"Queen, John & Cannon, Hughie",S
3518,Misc Sequencers F-L/Down De Lover's Lane.mid,1900,"Cook, Will Marion",S
5689,"Misc Sequencers F-L/Hot Old Time In Dixie, A.mid",1904,"Rothman, Nat",R
5859,Misc Sequencers F-L/I Ain't Seen No Messenger Boy.mid,1899,"Bivins, Nathan",S
5904,Misc Sequencers F-L/I Don't Want No Jonah Hangin' Round.mid,1899,"Cannon, Hughie",S
5929,Misc Sequencers F-L/I Hates To Get Up Early In The Morn.mid,1901,"Cannon, Hughie",S
5956,Misc Sequencers F-L/I Love It.mid,1910,"Von Tilzer, Harry",R
6016,Misc Sequencers F-L/I Want Somebody To Love.mid,1905,"Kelly, E. Harry",S
6840,Misc Sequencers F-L/Jordan's Rag.mid,2006,"Falk, Tim",Y
7218,Misc Sequencers F-L/Kreole.mid,1978,"Roberts, David Thomas",Y
8709,Misc Sequencers F-L/My Dixie Land Daisy.mid,1903,"Hoffman, Max",S
8951,Misc Sequencers F-L/New Orleans Joys.mid,1925,"Morton, Jelly Roll",N
9194,Misc Sequencers F-L/Odeon.mid,1910,"Nazareth, Ernesto & Mauricio, Hubaldo",P
9212,Misc Sequencers F-L/Oh Oh Miss Caroline.mid,1901,"Geary, T. Mayo",S
9287,Misc Sequencers F-L/Oh  You Million Dollar Doll.mid,1913,"Abrahams, Maurice",S
9475,Misc Sequencers F-L/One For The Road.mid,1983,"Morath, Max",Y
11254,Misc Sequencers F-L/Rebellious Rag.mid,2006,"Cardenas, Jaime & Keenlyside, Max",Y
11392,Misc Sequencers F-L/Retrospective Rag.mid,2000,"Lane, Bill",Y
11646,Misc Sequencers F-L/Royal Oak Rag.mid,2006,"Keenlyside, Max & Cardenas, Jaime",Y
11676,Misc Sequencers F-L/Rufe Johnson's Ragtime Harmony Band.mid,1914,"Brooks, Shelton & Abrahams, Maurice",S
11727,Misc Sequencers F-L/Ry Guyr's Rag.mid,n/a,unknown,Y
14103,Misc Sequencers F-L/Tipperary Blues.mid,1915,"Bowman, Euday L.",B
14351,Misc Sequencers F-L/Troublesome Ivories.mid,n/a,"Blake, Eubie",R
14843,Misc Sequencers F-L/Waterloo Girls.mid,1980,"Roberts, David Thomas",Y
15482,Misc Sequencers F-L/You Can't Fool Me No More.mid,1900,"Bivins, Nathan",S
15486,Misc Sequencers F-L/You Can't Join This Show.mid,1902,"Bivins, Nathan",S
967,ex Mathew/Bev's Washboard Band Rag.mid,2002,"Ford, Adrian",Y
1124,ex Mathew/Black Wattle.mid,1975,"Ford, Adrian",Y
1703,ex Mathew/Cakewalk Dance  The.mid,1899,"Braham, Philip & Rhodes, T. E.",I
1795,ex Mathew/Candy Bars.mid,2003,"Schmetterer, Christoph",Y
1831,ex Mathew/Cappacino Rag.mid,1998,"Beattie, David",Y
2199,ex Mathew/Christmas Bells Rag.mid,2001,"Ford, Adrian",Y
2910,ex Mathew/Dallas Rag.mid,1927,Traditional,R
4008,ex Mathew/Extravagance.mid,1999,"Schmetterer, Christoph",Y
4311,ex Mathew/Flying Horse Rag  The.mid,1998,"Schmetterer, Christoph",Y
4474,ex Mathew/Friends Forever.mid,1999,"Schmetterer, Christoph",Y
4575,ex Mathew/Furry Lisa Rag.mid,1972,"Schneider, George",Y
4674,ex Mathew/GentleMan The.mid,1999,"Schmetterer, Christoph",Y
4888,ex Mathew/Golden Laurel.mid,2000,"Schmetterer, Christoph",Y
6378,ex Mathew/Indecision.mid,2003,"Webbe, Kit",Y
6647,ex Mathew/Jan '07.mid,2007,"Ford, Adrian",Y
6714,ex Mathew/Jedda.mid,2001,"Ford, Adrian",Y
6810,ex Mathew/Jolly Coon  The.mid,1899,"Jensen, J. P.",R
6944,ex Mathew/Just Happy.mid,2000,"Schmetterer, Christoph",Y
7220,ex Mathew/Kristin.mid,1977,"Ryden, William",Y
7472,ex Mathew/Lilly Pilly  The.mid,2001,"Ford, Adrian",Y
7635,ex Mathew/Looking Forward.mid,2003,"Schmetterer, Christoph",Y
8298,ex Mathew/Minor Stomp.mid,2001,"Ford, Adrian",N
8338,ex Mathew/Missie's Rag.mid,n/a,"Ford, Adrian",R
9590,ex Mathew/Over The Ocean.mid,2002,"Schmetterer, Christoph",Y
10100,ex Mathew/Plantation Pastimes.mid,1900,"O'Hare, Wm Christopher",R
11111,ex Mathew/Rajah  The.mid,1902,"Louka, Marie",M
11258,ex Mathew/Reckless Rag.mid,2006,"Montgomery, Dan",Y
11579,ex Mathew/Ron-Doe Rag.mid,1977,"Waldman, Robert",Y
11652,ex Mathew/Rozelle Stomp.mid,n/a,"Ford, Adrian",Y
11678,ex Mathew/Rug Rag.mid,1996,"Kats-Chernin, Elena",Y
11702,ex Mathew/Running Cats.mid,1999,"Schmetterer, Christoph",Y
12037,ex Mathew/Service Rag.mid,1919,"Hansen, Adolph",R
12215,ex Mathew/Silver Leaves.mid,2000,"Schmetterer, Christoph",Y
12730,ex Mathew/Spookem Rag.mid,1977,"Waldman, Robert",Y
12934,ex Mathew/Straccio delle Mele della Strada. Il.mid,2008,Hiawatha,I
12972,ex Mathew/Struttin' Proud Rag.mid,1977,"Waldman, Robert",Y
13320,ex Mathew/Syncophonic No. 2.mid,1925,"Christensen, Axel W.",N
13324,ex Mathew/Syncophonic No. 6.mid,1929,"Christensen, Axel W.",N
14445,ex Mathew/Two by Two.mid,1899,"Watson, J. Michael",R
14777,ex Mathew/Wallaby Wabble.mid,1996,"Ford, Adrian",Y
